Year,Duration,Genre,Rating,Votes,Director
2016,110.0,"Adventure, Comedy, Drama",6.15,645,Siddharth Watts
1939,133.0,Action,5.1,16,Kikubhai Desai
2013,92.0,Drama,6.1,532,Gyan Correa
1999,51.0,Documentary,7.65,34,Ravi Deep
1979,105.0,"Action, Crime, Romance",6.5,619,Shakti Samanta
2007,110.0,Drama,6.2,179,Sarthak Dasgupta
2019,110.0,Crime,5.3,19,Rupesh Paul
2019,117.0,"Adventure, Biography, Drama",7.1,39,Taranjiet Singh Namdhari
2011,60.0,"Documentary, Drama, News",6.5,14,Ruchika Muchhala
2019,120.0,"Adventure, Drama, Family",6.8,76,Sohan Lal India
2002,121.0,Drama,6.5,24,Suresh Jain
2017,121.0,Drama,2.8,9,Abhishek Chhadha
2017,137.0,Biography,7.0,6,Arjun Singh
2019,121.0,Drama,6.5,24,Tamilvannan
2012,90.0,Animation,6.3,13,Rajiv Chilaka
2019,123.0,"Comedy, Drama",6.2,234,Anusha Rizvi
2002,124.0,Action,5.1,16,Mammootty
2020,90.0,"Drama, Mystery",6.5,60,Tushar Waghela
2017,86.0,Drama,6.5,24,Ruturaj Dhalgade
2004,133.0,Action,5.1,16,Tanikella Bharani
2021,117.0,Horror,4.7,18,Khader Abdul
2009,142.0,"Action, Crime, Drama",5.6,127,Santosh Mishra
2014,77.0,"Animation, Adventure, Family",4.1,528,Frank Gladstone
2003,160.0,"Action, Adventure, Drama",5.3,2133,Anil Sharma
2020,100.0,War,3.5,41,Suzad Iqbal Khan
2019,75.0,Documentary,7.65,34,Ajay Brar
2019,80.0,"Comedy, Romance",8.0,9,Anjanikumar Tripathi
2017,89.0,Drama,7.2,16,Sandeep Mishra
2010,76.0,Documentary,8.0,19,Ritesh Sharma
2004,121.0,Drama,6.5,24,Kamal Nathani
2017,137.0,Horror,6.8,2139,Milind Rau
2021,109.5,"Horror, Thriller",4.199999999999999,230,Sam Bhattacharjee
2013,69.0,"Documentary, Biography, Drama",7.05,98,Marco Landini
2020,102.0,Drama,6.8,10,Dushyant Pratap Singh
2014,122.0,"Comedy, Drama",7.3,78340,Lasse Hallström
2017,100.0,Drama,7.2,894,Bornila Chatterjee
2011,106.0,"Comedy, Drama",6.4,27,Daniel Kremer
2019,133.0,"Action, Adventure, Fantasy",4.8,19,Aditya Dhar
2015,52.0,Documentary,7.65,34,Shivendra Singh Dungarpur
2010,82.0,Mystery,6.4,34,Sareesh Sudhakaran
2020,50.0,Horror,4.7,18,Aishwary Dubey
2021,125.0,"Drama, Thriller",6.2,104,Dhiraj Kotkar
2018,105.0,Drama,4.2,8,Krishna Gopal
2022,116.0,"Comedy, Drama, Thriller",5.5,1037,Deepika Padukone
2012,120.0,"Crime, Drama",6.2,62,Jagdish Waghela
2019,127.0,"Comedy, Crime, Drama",5.800000000000001,364,Sohom Pramanick
2017,118.0,Thriller,6.0,12,Prince
2018,98.0,Drama,6.6,89,Jagbir Dahiya
2020,122.0,Thriller,6.1,7,Shaik Khaja Hussain
2018,110.0,Drama,6.5,24,Sharad Raj
2016,83.0,"Documentary, Crime, Mystery",6.9,169,Ram Devineni
2019,108.0,Thriller,5.5,22,Vivek Agnihotri
2021,102.0,Family,6.0,14,Manan Sahni
2006,117.0,"Action, Crime, Drama",4.7,1069,Hasnain Hyderabadwala
2009,108.0,Thriller,5.5,22,Unknown
2019,90.0,Horror,4.7,18,Anders Jacobsson
2021,109.0,Horror,4.7,18,Amar Arora
1969,133.0,Action,5.1,16,Dara Singh
2012,108.0,Thriller,5.0,7,Goswami Anurag
2019,90.0,Drama,7.9,778,Vikas Khanna
2014,110.0,Crime,5.3,6,Shravan Kumar
2019,124.0,Comedy,5.9,41,Krishan Hooda
2019,100.0,"Drama, Fantasy, Thriller",4.1,77,Satya Prakash Choudhary
2020,129.0,"Thriller, Action",4.3,34,Moazzam Khan
2019,75.0,Thriller,5.5,22,Rajas Paranjpe
2021,121.0,Drama,6.5,24,Vivek Agnihotri
2020,76.0,Documentary,7.65,34,Dhruva Harsh
2016,140.0,Thriller,5.9,22,Iqbal Baksh
1983,85.0,Drama,6.5,24,Premsinh Varma
2014,147.0,"Biography, Comedy, Drama",7.3,29,Prajact Rebeloma
2019,143.0,History,6.6,10,Jayant Paranji
2002,155.0,"Action, Biography, Drama",8.1,15250,Rajkumar Santoshi
2008,138.0,"Action, Adventure, Fantasy",2.0,2442,Goldie Behl
2018,121.0,Drama,6.5,24,Atul Garg
2012,133.0,Action,5.1,16,Adhiraj Verma
2011,137.0,"Drama, Romance",6.2,81,Kamal Thakur
2021,108.0,Thriller,5.5,22,Rajesh Rathi
2019,107.0,"Comedy, Drama",7.2,2375,Jonathan Augustin
1931,124.0,"Drama, Fantasy",6.2,112,Ardeshir Irani
2013,117.0,"Biography, History",7.8,10,J. Misra
2021,121.0,Drama,6.5,24,Abhinav Thakur
2014,97.0,"Adventure, Drama, Mystery",7.9,39,Deepak Mahajan
2021,130.0,Romance,5.7,21,Pawan Kumar
2015,109.0,"Action, Adventure, Romance",4.6,3105,Roland Joffé
2013,104.0,"Drama, Romance",7.8,52120,Ritesh Batra
2016,70.0,Fantasy,6.65,13,Prabhkirat Singh
2012,90.0,Animation,6.3,13,Rajiv Chilaka
2015,76.0,Documentary,7.65,34,Ruchi Shrivastava
2019,125.0,"Mystery, Thriller",6.15,217,Prashant Passy Pilley
2019,110.0,"Horror, Mystery, Thriller",5.6,52,Harsh Mohan Mishra
2019,100.0,"Horror, Thriller",4.199999999999999,230,Nikhil Allug
2002,98.0,Documentary,7.65,34,Lalit Vachani
2000,121.0,Drama,6.5,24,Hemangi Kaj
1935,121.0,Drama,6.5,24,B.S. Rajhans
1994,132.0,"Comedy, Horror",4.4,252,Shyam Ramsay
1995,89.0,Drama,7.0,243,Saeed Akhtar Mirza
2017,108.0,Documentary,7.65,34,Saumya Sharma
2020,100.0,Mystery,5.85,15,Shivrajj J.D. Khuman
2011,108.0,"Action, Mystery",4.0,10,Raj N. Sippy
2001,117.0,"Comedy, Drama",5.8,439,Ismail Merchant
2019,52.0,Documentary,7.65,34,Twish Mukherjee
2000,108.0,Thriller,5.5,22,Rana Jung Bahadur
1980,141.0,Drama,6.4,17,Khwaja Ahmad Abbas
1970,137.0,"Drama, Romance",6.4,19,Khalid Akhtar
2018,75.0,Documentary,7.65,34,Gizem Ibak
2013,107.0,Comedy,6.8,21,Satish Torani
2007,106.0,"Comedy, Drama, Family",6.2,5868,James Dodson
2020,133.0,"Crime, Drama, Thriller",6.3,460,Prarjun Majumder
2016,96.0,Horror,5.3,17337,Johannes Roberts
1998,121.0,Drama,6.5,24,Leslie Carvalho
2019,120.0,"Action, Adventure, Thriller",5.65,1824,Ashwini Pakhrot
2018,120.0,"Drama, Horror",3.5,164,Gagan Puri
2015,97.0,Romance,5.7,123,Prakash Nambiar
2019,111.0,"Crime, Mystery, Thriller",8.7,85,Rohit Arora
2019,101.0,"Crime, Horror, Thriller",6.1,45,Neelkant Gabhiye
2016,121.0,Drama,6.5,24,Amulya Baki
2021,154.0,"Action, Crime, Drama",5.7,1544,Mahesh Manjrekar
2017,133.0,Action,5.1,16,Salim Ahmed
2004,133.0,Action,5.1,16,Dilip Gulati
2009,90.0,Comedy,6.8,640,Kunaal Roy Kapur
2018,76.0,Documentary,7.65,34,Robin Roy
2000,97.0,"Animation, Drama, Adventure",6.8,84,Yûgô Sakô
1935,164.0,"Action, Adventure",4.5,22,Homi Wadia
2021,59.0,Action,5.1,16,Pavan Kumar Rajamahendravarapu
2020,115.0,Drama,8.6,14,Vijay Suthar
2017,133.0,Action,5.1,16,Vicky Kadian
2017,130.0,"Action, Drama, Romance",7.3,249,Deepak Anand
2021,121.0,Drama,6.5,24,Aparna Sen
2012,52.0,"Documentary, Drama",6.4,52,Miriam Chandy Menacherry
1992,133.0,Action,5.1,16,Aparna
2019,121.0,Drama,6.5,24,Shailendra Sen
2004,124.0,Comedy,5.9,41,Dileep
2005,108.0,Thriller,5.5,22,Suresh Jain
2016,130.0,Romance,5.7,21,Sahil Sunny
2019,108.0,Thriller,5.5,22,Navin Batra
2019,90.0,"Mystery, Thriller",6.15,217,Sagher Manchanda
2020,113.0,Drama,9.4,16,Arvind Pratap
2003,133.0,Action,5.1,16,Siva G.
2000,108.0,Action,2.9,15,Dilip Gulati
1970,133.0,Action,5.1,16,Manmohan Krishna
2021,131.0,"Comedy, Romance",5.8,345,Debatma Mandal
2012,68.0,Animation,5.2,14,Rajiv Chilaka
2021,70.0,Mystery,5.85,15,Akash Khurana
2019,133.0,Action,5.1,16,Ramana.artbyramana
2014,110.0,Thriller,6.9,793,Rajesh Ganguly
1975,150.0,"Action, Comedy, Drama",7.2,261,Narendra Bedi
2008,84.0,Documentary,7.65,34,Lalit Vachani
2012,52.0,Documentary,7.65,34,Nidhi Tuli
1952,101.0,"Action, Adventure, Drama",7.0,280,Mehboob Khan
2015,122.0,"Comedy, Drama, Romance",6.6,32007,John Madden
2021,118.0,"Drama, Mystery",5.550000000000001,50,Chandradeep Das
2012,90.0,Animation,6.3,13,Rajiv Chilaka
1992,130.0,"Drama, Romance",8.0,814,Shyam Benegal
2013,72.0,Documentary,7.0,83,Amit Dutta
2014,124.0,Comedy,4.9,2906,Abhishek Sharma
2020,96.0,Drama,6.7,87,Pushpendra Singh
2016,100.0,Drama,6.5,24,Raghu S P
2019,106.0,"Action, Biography, Drama",7.7,92,Aditya Sarpotdar
2015,91.0,Drama,7.3,293,Gajendra Ahire
2015,115.0,"Adventure, Drama, Family",6.4,64,Mahesh Bhatt
1968,160.0,"Comedy, Romance",6.8,157,Lekh Tandon
2019,143.0,"Drama, Romance",7.6,7683,Shonali Bose
2022,139.0,"Comedy, Drama, Romance",5.9,830,Govind Lugriya
2017,119.0,Drama,5.9,294,Anup Singh
2020,57.0,Drama,6.5,24,Karunesh Kishan
2015,128.0,"Comedy, Crime, Drama",5.7,19,Raghav Murali
1996,107.0,"Drama, Music, Romance",7.2,72,Amol Palekar
2009,95.0,"Crime, Drama, Mystery",7.4,2808,Manish Gupta
2019,121.0,Drama,6.5,24,Ananth Narayan Mahadevan
2014,76.0,Documentary,7.65,34,Anuj Adlakha
2017,90.0,Horror,7.1,21,Saket S. Behl
2019,134.0,"Drama, Mystery, Thriller",7.8,9579,Vivek Agnihotri
2001,124.0,Comedy,5.9,41,Naresh Ambasta
2021,112.0,Drama,6.5,24,Sushrut Jain
2019,124.0,Comedy,5.9,41,David Bonner
1960,139.0,"Comedy, Drama, Romance",6.9,121,Bimal Roy
1969,142.0,"Action, Adventure, Drama",6.0,8,Shriram Bohra
2020,118.0,"Drama, Mystery",5.550000000000001,50,Sagar Joshi
2015,87.0,Drama,7.3,55,Pushan Kripalani
1980,145.0,"Drama, Romance",8.1,755,Sai Paranjape
1970,138.0,"Action, Crime, Mystery",6.4,155,Ravikant Nagaich
2011,133.0,Drama,4.4,133,Jayaraaj
2007,134.0,"Crime, Drama, Thriller",4.3,1082,Hasnain Hyderabadwala
2017,90.0,Thriller,5.5,22,Rupesh Paul
2017,99.0,"Drama, Fantasy",5.7,81,Manika Sharma
2018,50.0,Documentary,7.65,34,Beeswaranjan Pradhan
2002,121.0,Drama,5.2,8,Rajesh Seth
2004,108.0,Thriller,5.5,22,Dilip Gulati
2015,109.0,Horror,4.7,18,Amar Hundare
2017,60.0,Documentary,9.0,45,Samarth Mahajan
2013,105.0,Thriller,4.6,24,Alok Shrivastav
2010,75.0,"Drama, Mystery, Sci-Fi",5.7,62,Srinivas Sunderrajan
2014,124.0,Drama,6.5,24,Yusuf ali Khan
2019,121.0,Drama,6.5,24,Samarth Lahri
2014,129.0,"Action, Crime, Drama",6.5,17169,Mohit Suri
2015,72.0,"Drama, Music",6.9,363,Bauddhayan Mukherji
2010,90.0,"Crime, Drama, Mystery",6.0,99,Maneej Premnath
2001,86.0,"Adventure, Drama",6.7,2541,Asif Kapadia
2019,82.0,"Documentary, History",7.7,70,Nathaniel Knop
2002,90.0,"Comedy, Family, Fantasy",7.4,1789,Vishal Bhardwaj
2009,115.0,Mystery,5.2,17,Aijaz Khan
2005,121.0,Drama,6.5,24,Jayant Gilatar
2021,125.0,"Crime, Drama",7.1,49877,Ramin Bahrani
2021,106.0,"Crime, Horror, Romance",4.5,235,Sarmad Khan
2018,118.0,"Drama, Mystery",7.0,33,V.K. Choudhary
2017,109.0,Horror,7.2,9,Anjanikumar Tripathi
2012,48.0,Documentary,7.65,34,Farida Pacha
2013,120.0,"Drama, Thriller",6.8,6,Sanjay Khandelwal
2015,107.0,"Crime, Mystery",5.9,15,Rajeev Jhaveri
2014,113.0,"Mystery, Thriller",3.3,1608,Ananth Narayan Mahadevan
2017,108.0,Thriller,6.5,11,Karan Ashar
1967,125.0,"Crime, Drama, Mystery",7.3,847,Satyajit Ray
2019,134.0,"Comedy, Drama, Romance",4.2,2119,Abhishek Sharma
1981,160.0,"Action, Crime, Drama",6.6,130,R. Krishnamurthy
1977,120.0,Adventure,6.6,19,Ravikant Nagaich
1987,138.0,"Crime, Drama",5.5,76,Mahesh Bhatt
2016,140.0,"Action, Comedy",4.4,147,Sunil K. Reddy
1992,140.0,Drama,4.4,14,R. Sundarajan
2012,108.0,Thriller,2.2,11,Tinnu Verma
2015,131.0,"Comedy, Romance",4.1,53,Sachin Gupta
2008,145.0,"Comedy, Drama, Family",4.9,2390,Kunal Kohli
2004,137.0,"Drama, Romance",4.6,19,Esmayeel Shroff
1990,160.0,"Comedy, Drama, Musical",7.0,188,Amol Palekar
2008,121.0,Drama,3.9,42,Aanand L. Rai
2019,121.0,Drama,6.5,24,Niraj Sharma
2017,135.0,"Drama, Romance",5.9,38,Aditya Sarpotdar
1980,150.0,Drama,5.9,101,Esmayeel Shroff
1953,140.0,"Drama, Family",7.3,13,Lekhraj Bhakri
1974,138.0,"Action, Drama, Family",5.6,9,Dilip Bose
2004,142.0,"Action, Drama",7.5,15,Unknown
1983,137.0,Drama,6.4,108,S.P. Muthuraman
2017,85.0,Drama,6.5,24,Sil Ritesh
2018,121.0,Drama,6.6,228,Dar Gai
2015,124.0,Comedy,5.9,7,Abhishek Utkarsh Deokar
2019,70.0,"Drama, Romance",6.2,81,Deyali Mukherjee
2021,60.0,Documentary,7.65,34,Rahul Sharma
2016,118.0,Drama,6.5,24,Shakirul Alam
2005,102.0,Family,6.0,14,Kundan Shah
2019,121.0,Drama,6.5,24,Sanjay R. Singh
2009,121.0,"Drama, Mystery, Thriller",5.8,68,Vishal Pandya
1990,121.0,Drama,7.6,23,Parvati Menon
1978,135.0,"Drama, Family, Romance",7.1,378,Hiren Nag
2018,164.0,"Action, Adventure",4.1,18219,Vijay Krishna Acharya
2007,133.0,Action,5.4,419,Boyapati Srinu
2018,121.0,Drama,6.5,24,Faraz Haider
2016,130.0,Action,6.4,45,Sartaj Singh Pannu
2016,147.0,Action,5.1,16,Sanjay Punjabi
2017,161.0,"Action, Adventure, Thriller",5.9,25732,Ali Abbas Zafar
2014,94.0,Drama,7.3,1553,Danis Tanovic
1959,137.0,Fantasy,6.65,13,Ramkumar Bohra
2017,151.0,Drama,7.9,1785,Aditya Kripalani
1992,133.0,Action,5.6,7,Yash Chouhan
1962,121.0,Drama,6.5,24,Daljeet
1946,133.0,Action,5.1,16,A.M. Khan
2004,133.0,Action,5.1,16,Azhagar Malai
2015,98.0,"Drama, Family, Music",5.9,338,Rikhil Bahadur
2005,88.0,Romance,4.1,35,Chander Mishra
2021,113.0,"Musical, Romance",1.8,730,Stanley D'Costa
2019,113.0,Crime,5.4,19,Kumaar Aadarsh
2015,90.0,Animation,6.3,13,Shyamal Chaulia
2022,100.0,"Horror, Mystery, Thriller",5.6,52,Atul Kumar Dubey
1959,121.0,Drama,6.5,24,Habib
1977,135.0,Drama,6.3,22,Kalpataru
1959,133.0,Action,3.2,12,Anita Guha
1992,168.0,"Action, Drama, Thriller",6.9,1874,Mehul Kumar
1998,144.0,"Comedy, Drama, Musical",5.0,53,Nadeem Khan
2018,136.0,"Romance, Thriller",4.1,27,Sameer Khan
2014,116.0,"Action, Crime, Drama",7.6,4483,Kanu Behl
2014,111.0,"Comedy, Romance",4.3,100,Amit Singh
2016,113.0,"Drama, Family, Thriller",6.7,10,Vierendrra Lalit
2000,159.0,"Comedy, Drama, Musical",4.4,2099,K. Muralimohana Rao
2018,75.0,"Drama, History",6.9,118,Ketan Mehta
2010,122.0,"Comedy, Drama",5.1,374,Kedar Shinde
1984,159.0,"Drama, Romance",5.2,121,K. Raghavendra Rao
1988,150.0,"Drama, Romance",5.5,30,Ram Govind
2017,155.0,"Comedy, Drama",7.2,18889,Shree Narayan Singh
2021,124.0,Comedy,5.9,41,Deepak Tijori
2006,137.0,"Action, Comedy, Romance",3.2,557,Deepak Tijori
2021,121.0,Drama,6.5,24,Rajesh Gupta
2014,80.0,"Documentary, Drama",8.0,80,Jim Goldblum
2019,121.0,Drama,6.5,24,Varun Khanna
2018,124.0,Thriller,7.9,485,Vipul K. Rawal
2021,147.5,"Action, Drama, Sport",6.4,1671,Rakeysh Omprakash Mehra
1989,174.0,"Action, Crime",4.9,719,Ketan Desai
1975,138.0,"Action, Adventure",5.7,34,Kedar Kapoor
1975,133.0,Action,5.1,16,Homi Wadia
1956,134.0,"Drama, Family",6.7,59,Prabhat Kumar
1987,133.0,Action,5.1,16,Anuradha
1955,133.0,Action,5.1,16,Unknown
2021,97.0,Drama,6.5,24,Akriti Singh
1966,137.0,"Drama, Romance",6.2,81,Phani Majumdar
1985,133.0,Action,5.1,16,Sarath Babu
1978,133.0,Action,5.1,16,Rekha Chauhan
1937,112.0,Adventure,3.4,11,Homi Wadia
1947,150.0,"Action, Adventure",5.8,23,Boman Shroff
1959,133.0,Action,5.1,16,Kamran
2021,130.5,"Drama, Sport",6.8,481,Mridul Mahendra
2010,95.0,"Animation, Action, Adventure",4.2,746,Kireet Khurana
1980,130.0,Romance,5.7,21,Trilok Kapoor
1978,136.0,Drama,5.7,12,Ketan Anand
1948,121.0,Drama,6.5,24,Harish
1994,121.0,Drama,6.0,64,S.V. Krishna Reddy
2016,87.0,Drama,5.4,34,Buddhadev Dasgupta
1936,138.0,"Action, Crime",5.25,29,Balwant Bhatt
2005,112.0,"Drama, Romance",2.6,11,Nabh Kumar 'Raju'
2004,63.0,Family,6.0,14,Jahnu Barua
2020,133.0,"Action, Drama, Sport",6.8,5289,Girish Malik
2009,133.0,"Crime, Drama, Thriller",5.8,11,Ramesh Khatkar
2019,130.0,"Action, Adventure, Comedy",4.2,5649,Indra Kumar
2014,108.0,"Comedy, Drama, Romance",5.0,2881,Eeshwar Nivas
2019,107.0,Drama,7.6,1361,Aditya Kripalani
1997,108.0,Thriller,5.5,22,Unknown
1989,135.0,"Drama, Family",6.3,9,Madan Joshi
2018,52.0,"Drama, History",6.8,39,Shashank Shekhar Singh
1962,100.0,"Drama, Horror, Thriller",5.2,25,Nisar Ahmad Ansari
1999,140.0,Horror,4.7,18,R. Mittal
2011,50.0,"Documentary, Biography, Drama",7.05,98,Piyush Saxena
2016,104.0,"Adventure, Drama, Thriller",6.7,2478,Rajesh Pillai
2007,130.0,Drama,6.5,1544,Madhur Bhandarkar
2019,52.0,Thriller,5.5,22,Yogesh Mehra
2015,57.0,Documentary,8.0,16,Antariksh Jain
1984,133.0,Action,5.1,16,Bhanuchander
2015,97.0,"Crime, Drama, Mystery",5.6,144,Xavier Agudo
1998,111.0,"Drama, War",6.7,245,Pamela Rooks
2016,105.0,"Drama, Thriller",7.6,11216,Vikramaditya Motwane
2019,52.0,"Action, Horror, Thriller",3.15,134,Pankaj Kumar
2011,107.0,"Crime, Drama, Thriller",5.3,89,Ashok Nanda
2016,90.0,Animation,6.3,13,Rajiv Chilaka
2021,95.0,"Drama, Family",6.1,2508,Renuka Shahane
2019,110.0,Sci-Fi,6.3,27,Aditya Prajapati
1989,173.0,"Action, Crime, Drama",6.3,1873,Rajiv Rai
1985,137.0,Drama,7.0,255,Shyam Benegal
1986,134.0,"Drama, Family",6.5,11,Madhusudan
1974,127.0,"Crime, Drama",6.0,20,Rajendra Bhatia
1995,187.0,"Action, Drama",4.8,2516,Mukul Anand
1991,157.0,Action,5.1,75,Harry Baweja
2019,124.0,Comedy,5.9,41,Azad Hussain
2014,113.0,"Horror, Thriller",2.4,266,Jitendra Pawar
2018,54.0,"Horror, Mystery, Thriller",5.6,52,Sanket Verma
1988,114.0,Drama,7.3,63,Nabendu Ghosh
1999,142.0,"Action, Crime, Drama",4.3,20,Madhur Bhandarkar
1978,121.0,Drama,6.5,24,Ketan Anand
1978,127.0,Drama,7.2,48,Anil Ganguly
2011,117.0,Drama,6.0,3021,Michael Winterbottom
1978,167.0,"Action, Drama, Musical",7.7,2086,Yash Chopra
2019,111.0,"Drama, Horror",3.5,148,Pramod Shrivastav
1985,131.0,"Crime, Drama, Mystery",5.2,6,Rajan Thakur
1994,120.0,Drama,7.3,73,Basu Chatterjee
2007,154.0,Comedy,5.9,41,Narendra Naidu
1970,121.0,Drama,6.5,24,Dharam Kumar
2017,139.0,Drama,6.5,24,Durvesh Arya
2010,140.0,"Action, Drama, Mystery",3.0,20,Arshad Khan
2020,96.0,Drama,8.0,13,Prashant Nair
2022,125.0,"Drama, Thriller",6.2,104,Madhu Sudhanan
2007,121.0,Drama,6.5,24,Naeem Sha
2003,121.0,Drama,4.7,6,Bhupeshwar Tyagi
1996,153.0,"Action, Comedy, Drama",5.2,1307,Guddu Dhanoa
1976,121.0,Drama,6.5,24,Asokan
1999,121.0,Drama,6.5,24,Rajshri Nair
1965,121.0,Drama,6.0,7,Rono Mukherjee
1976,121.0,Drama,6.5,24,Kadiri Venkata Reddy
2003,108.0,Thriller,5.5,22,Birbal
1991,130.0,Romance,5.7,21,Prem Kumar
1980,133.0,Action,5.1,16,Ranjeeta Kaur
1987,108.0,Thriller,5.5,22,Vijaya Krishnan
1989,133.0,Action,4.3,9,V. Menon
1960,137.0,"Drama, Romance",5.4,8,Brij
2018,130.0,Romance,5.7,21,Sonali Sharmistha Mohanty
2019,84.0,Drama,6.5,24,Shivraj Goyat
1996,49.0,Documentary,7.65,34,Shabnam Virmani
2017,136.0,"Drama, War",3.8,17774,Kabir Khan
2021,106.0,"Comedy, Musical, Romance",4.5,574,Taranveer Singh
2014,118.0,"Drama, Romance, Thriller",5.25,285,Ather Khan
2003,155.0,Romance,6.4,370,Vijay K. Bhaskar
1989,133.0,Action,4.7,6,Iqbal Khan
2019,130.0,Romance,5.7,21,Sadhana Singh
2005,142.0,"Action, Crime, Drama",5.6,127,Vinod Kumar Singh
2001,130.0,Romance,5.7,21,Shams Durrani
2015,88.0,"Drama, Romance",6.2,11,Nivedita Basu
2018,121.0,Drama,6.5,13,Shawn Arranha
1971,162.0,"Adventure, Fantasy",6.6,18,Chandrakant
2008,134.0,Drama,6.0,83,Ajay Kumar
1954,134.5,"Drama, History, Romance",6.6,14,Harsukh Jagneshwar Bhatt
2016,147.0,"Drama, Romance",4.8,1187,Anubhav Sinha
2001,158.0,"Drama, Romance",7.5,3259,Anubhav Sinha
1970,148.0,"Comedy, Romance",7.0,87,Bhappi Sonie
2011,121.0,"Drama, Mystery, Thriller",3.9,10,Sanjay Goel
2011,135.0,Drama,3.9,24,Dr. Jay
2002,130.0,Romance,5.3,6,Ramesh Puri
2003,123.5,Musical,5.300000000000001,11,Deepak Gattani
2010,125.0,Romance,5.7,21,Param Sivan
1993,130.0,Romance,6.4,18,Robin Khosla
1983,121.0,Drama,6.5,24,Bhimsain
1990,129.0,"Fantasy, Horror, Romance",4.7,879,Tahir Hussain
2005,108.0,Thriller,5.5,22,Unknown
2009,140.0,"Drama, Romance",5.0,1530,Kunal Deshmukh
2010,128.0,"Comedy, Drama",5.6,463,Kabir Sadanand
1985,130.0,Romance,5.7,21,Tabassum
2002,150.0,"Drama, Musical, Romance",4.6,200,Deepak Anand
2005,130.0,Romance,4.9,37,N.S. Raj Bharath
2004,150.0,"Drama, Romance, Thriller",2.4,182,Aruna Raje
2018,104.0,"Drama, Fantasy, Horror",8.3,32920,Rahi Anil Barve
1975,137.0,"Drama, Romance",6.3,6,Basu Bhattacharya
1982,139.0,"Drama, Family",5.6,11,Satyen Bose
1978,134.0,"Drama, Family",6.0,36,Basu Chatterjee
1948,131.0,"Comedy, Romance",5.8,345,G.P. Pawar
1978,136.0,Romance,6.1,19,Ravi Chopra
2017,150.0,"Comedy, Drama",7.0,4761,Suresh Triveni
2002,160.0,"Action, Romance, Thriller",5.6,2787,Pankaj Parashar
1957,156.0,"Musical, Romance",7.0,121,Nasir Hussain
2004,128.0,"Musical, Romance",4.5,717,Anurag Basu
1969,108.0,"Comedy, Drama, Romance",6.5,80,Pramod Chakravorty
2000,135.0,"Drama, Family, Romance",3.4,13,B.B. Bhalla
1996,120.0,"Comedy, Drama",5.9,16,Paresh Kamdar
2011,121.0,"Comedy, Drama, Romance",5.1,369,Alankrita Shrivastava
2018,142.0,"Action, Drama, Musical",6.2,20,Sudhir Durlabh Tandel
2018,121.0,Drama,8.6,9,Dinesh S. Yadav
2017,72.0,Drama,8.1,43,Ektara Collective
1990,133.0,Action,5.1,16,I.V. Sasi
2016,138.0,"Comedy, Horror",5.5,744,A.L. Vijay
2019,114.0,"Comedy, Family, Musical",5.5,31,Pramod Sharma
2012,127.0,Romance,5.0,34,Amit Khanna
2005,137.0,Fantasy,4.6,8,Vayalar Madhavan
2013,92.0,Comedy,6.9,75,Punarvasu Naik
2016,121.0,Drama,6.5,24,Avinash Nanda
2019,102.0,Family,6.0,14,Bhanu Pratap Singh
1977,137.0,"Drama, Romance",7.2,29,Din Dayal Sharma
1978,121.0,Drama,6.5,24,Harish Bhimani
1992,145.0,Drama,4.8,57,K.C. Bokadia
2016,98.0,"Action, Crime",5.25,29,Amit Ramesh Rughani
2016,98.0,Crime,5.3,19,Amit Ramesh Rughani
2017,100.0,Comedy,6.8,45,Sourabh Shrivastava
2008,156.0,"Drama, Romance",5.9,2443,Ajay Devgn
2011,140.0,Romance,5.8,95,Aron Govil
2005,124.0,Comedy,6.9,14,Jairaj Padmanabhan
2017,90.0,Romance,6.6,56,Abhay Chhabra
1997,128.0,"Action, Crime, Drama",4.5,142,Asrani
2010,134.0,Drama,8.1,43199,Vikramaditya Motwane
1976,124.0,Comedy,5.9,41,Ravi Kumar
2018,123.0,Comedy,3.5,43,Vipin Parashar
2019,120.0,Adventure,5.75,10,Anil Gajraj
2021,83.0,"Drama, Thriller",6.2,104,Prarjun Majumder
1986,121.0,Drama,6.5,24,Arvind Joshi
1949,121.0,Drama,8.9,9,S.S. Kulkarni
1994,121.0,Drama,5.7,130,K.V. Raju
2021,186.0,"Crime, Drama, History",8.2,29,Shoojit Sircar
1976,136.0,"Drama, Romance",5.0,21,Chander Vohra
2019,154.5,"Drama, Family, Musical",6.65,50,Om Prakash Yadav
1981,121.0,Drama,6.5,24,Unknown
2016,148.0,"Action, Crime, Drama",7.8,28010,Abhishek Chaubey
2004,108.0,Thriller,5.5,22,Reena Kapoor
2002,108.0,Thriller,5.5,22,Shakeela
2000,108.0,Thriller,5.5,22,Anil Dhawan
1997,114.0,"Family, Comedy, Drama",4.7,52,Vipin Handa
2013,128.0,"Crime, Drama, Mystery",8.0,20709,Anurag Kashyap
2008,117.0,"Comedy, Drama",3.7,710,Sachin Kamlakar Khot
2016,120.0,Drama,6.1,8,Mehernosh Kapadia
1959,109.0,"Crime, Drama, Romance",6.8,61,Naresh Saigal
1974,124.0,"Drama, Family",6.2,10,S.M. Sagar
2019,120.0,Comedy,6.9,4944,Abhishek Pathak
1978,130.0,Romance,5.7,21,Prema Narayan
1994,121.0,Drama,5.0,7,K. Ravi Shankar
